"iso3c","year","loss"
"LKA",2015,7403
"LKA",2016,17490
"LKA",2017,13066
"LKA",2018,13161
"LKA",2019,10307
"LKA",2020,11216
"LKA",2021,13296
"SDN",2001,27
"SDN",2002,76
"SDN",2003,19
"SDN",2004,13
"SDN",2005,100
"SDN",2006,4
"SDN",2007,185
"SDN",2008,55
"SDN",2009,81
"SDN",2010,42
"SDN",2011,205
"SDN",2012,13
"SDN",2013,9
"SDN",2014,6
"SDN",2015,8
"SDN",2016,27
"SDN",2017,75
"SDN",2018,16
"SDN",2019,56
"SDN",2020,67
"SDN",2021,50
"SUR",2001,3689
"SUR",2002,3717
"SUR",2003,4546
"SUR",2004,5423
"SUR",2005,3512
"SUR",2006,3404
"SUR",2007,3626
"SUR",2008,7511
"SUR",2009,7362
"SUR",2010,7000
"SUR",2011,5697
"SUR",2012,19502
"SUR",2013,10203
"SUR",2014,14748
"SUR",2015,11921
"SUR",2016,16878
"SUR",2017,18018
"SUR",2018,19001
"SUR",2019,18454
"SUR",2020,15096
"SUR",2021,12262
"SJM",2001,0
"SJM",2002,0
"SJM",2003,0
"SJM",2004,0
"SJM",2005,0
"SJM",2006,0
"SJM",2007,0
"SJM",2008,0
"SJM",2009,0
"SJM",2010,0
"SJM",2011,0
"SJM",2012,0
"SJM",2013,0
"SJM",2014,0
"SJM",2015,0
"SJM",2016,0
"SJM",2017,0
"SJM",2018,0
"SJM",2019,0
"SJM",2020,0
"SJM",2021,0
"SWZ",2001,6735
"SWZ",2002,3801
"SWZ",2003,5760
"SWZ",2004,5364
"SWZ",2005,4535
"SWZ",2006,9431
"SWZ",2007,6469
"SWZ",2008,4582
"SWZ",2009,10654
"SWZ",2010,6660
"SWZ",2011,2622
"SWZ",2012,3527
"SWZ",2013,3126
"SWZ",2014,4960
"SWZ",2015,3216
"SWZ",2016,4802
"SWZ",2017,6377
"SWZ",2018,1920
"SWZ",2019,4117
"SWZ",2020,2684
"SWZ",2021,3160
"SWE",2001,144927
"SWE",2002,178264
"SWE",2003,92619
"SWE",2004,271564
"SWE",2005,248560
"SWE",2006,249126
"SWE",2007,182858
"SWE",2008,293724
"SWE",2009,208258
"SWE",2010,263646
"SWE",2011,205321
"SWE",2012,234883
"SWE",2013,197658
"SWE",2014,242523
"SWE",2015,216031
"SWE",2016,310348
"SWE",2017,331217
"SWE",2018,290151
"SWE",2019,332891
"SWE",2020,339968
"SWE",2021,333157
"CHE",2001,1165
"CHE",2002,881
"CHE",2003,433
"CHE",2004,3830
"CHE",2005,2321
"CHE",2006,2049
"CHE",2007,1852
"CHE",2008,2419
"CHE",2009,2274
"CHE",2010,1738
"CHE",2011,1940
"CHE",2012,1518
"CHE",2013,794
"CHE",2014,1504
"CHE",2015,773
"CHE",2016,1679
"CHE",2017,2542
"CHE",2018,3134
"CHE",2019,3519
"CHE",2020,3928
"CHE",2021,3456
"SYR",2001,267
"SYR",2002,148
"SYR",2003,115
"SYR",2004,107
"SYR",2005,792
"SYR",2006,281
"SYR",2007,1577
"SYR",2008,834
"SYR",2009,131
"SYR",2010,241
"SYR",2011,156
"SYR",2012,5371
"SYR",2013,1270
"SYR",2014,958
"SYR",2015,2393
"SYR",2016,1813
"SYR",2017,2147
"SYR",2018,903
"SYR",2019,1177
"SYR",2020,3038
"SYR",2021,2856
"STP",2001,77
"STP",2002,0
"STP",2003,0
"STP",2004,0
"STP",2005,0
"STP",2006,0
"STP",2007,0
"STP",2008,0
"STP",2009,0
"STP",2010,0
"STP",2011,0
"STP",2012,0
"STP",2013,0
"STP",2014,0
"STP",2015,0
"STP",2016,0
"STP",2017,0
"STP",2018,0
"STP",2019,0
"STP",2020,0
"STP",2021,0
"TWN",2001,1159
"TWN",2002,1005
"TWN",2003,1125
"TWN",2004,1858
"TWN",2005,1522
"TWN",2006,2077
"TWN",2007,1730
"TWN",2008,2311
"TWN",2009,8162
"TWN",2010,2460
"TWN",2011,1461
"TWN",2012,1460
"TWN",2013,953
"TWN",2014,1054
"TWN",2015,943
"TWN",2016,3322
"TWN",2017,2584
"TWN",2018,1901
"TWN",2019,1426
"TWN",2020,1461
"TWN",2021,1463
"TJK",2001,62
"TJK",2002,37
"TJK",2003,32
"TJK",2004,20
"TJK",2005,29
"TJK",2006,19
"TJK",2007,14
"TJK",2008,33
"TJK",2009,34
"TJK",2010,11
"TJK",2011,20
"TJK",2012,26
"TJK",2013,1
"TJK",2014,1
"TJK",2015,0
"TJK",2016,0
"TJK",2017,0
"TJK",2018,0
"TJK",2019,0
"TJK",2020,0
"TJK",2021,0
"TZA",2001,82214
"TZA",2002,85081
"TZA",2003,84068
"TZA",2004,66893
"TZA",2005,91583
"TZA",2006,85296
"TZA",2007,121685
"TZA",2008,164251
"TZA",2009,143354
"TZA",2010,138486
"TZA",2011,137805
"TZA",2012,154433
"TZA",2013,181510
"TZA",2014,198228
"TZA",2015,111961
"TZA",2016,152854
"TZA",2017,194876
"TZA",2018,171708
"TZA",2019,142773
"TZA",2020,186213
"TZA",2021,165077
"THA",2001,36102
"THA",2002,60882
"THA",2003,58448
"THA",2004,91835
"THA",2005,84287
"THA",2006,99821
"THA",2007,92629
"THA",2008,80143
"THA",2009,132690
"THA",2010,134984
"THA",2011,94545
"THA",2012,114508
"THA",2013,84754
"THA",2014,137615
"THA",2015,120808
"THA",2016,171639
"THA",2017,196457
"THA",2018,133533
"THA",2019,129794
"THA",2020,119414
"THA",2021,122816
"TLS",2001,677
"TLS",2002,1605
"TLS",2003,691
"TLS",2004,2062
"TLS",2005,1311
"TLS",2006,2929
"TLS",2007,1556
"TLS",2008,833
"TLS",2009,2634
"TLS",2010,649
"TLS",2011,1463
"TLS",2012,1887
"TLS",2013,463
"TLS",2014,1883
"TLS",2015,863
"TLS",2016,1296
"TLS",2017,1713
"TLS",2018,1244
"TLS",2019,1501
"TLS",2020,1459
"TLS",2021,1431
"TGO",2001,2776
"TGO",2002,2021
"TGO",2003,2054
"TGO",2004,2761
"TGO",2005,2048
"TGO",2006,1688
"TGO",2007,3187
"TGO",2008,1178
"TGO",2009,5580
"TGO",2010,514
"TGO",2011,1256
"TGO",2012,1747
"TGO",2013,2953
"TGO",2014,2526
"TGO",2015,940
"TGO",2016,3464
"TGO",2017,7186
"TGO",2018,6784
"TGO",2019,5230
"TGO",2020,5507
"TGO",2021,5898
"TTO",2001,1829
"TTO",2002,726
"TTO",2003,726
"TTO",2004,734
"TTO",2005,1229
"TTO",2006,1756
"TTO",2007,1109
"TTO",2008,1270
"TTO",2009,1377
"TTO",2010,3407
"TTO",2011,375
"TTO",2012,714
"TTO",2013,759
"TTO",2014,1569
"TTO",2015,668
"TTO",2016,1351
"TTO",2017,739
"TTO",2018,947
"TTO",2019,658
"TTO",2020,860
"TTO",2021,316
"TUN",2001,231
"TUN",2002,244
"TUN",2003,1539
"TUN",2004,319
"TUN",2005,633
"TUN",2006,354
"TUN",2007,878
"TUN",2008,718
"TUN",2009,982
"TUN",2010,398
"TUN",2011,2204
"TUN",2012,1415
"TUN",2013,1300
"TUN",2014,2385
"TUN",2015,1880
"TUN",2016,1455
"TUN",2017,8526
"TUN",2018,903
"TUN",2019,573
"TUN",2020,1062
"TUN",2021,2079
"TUR",2001,22910
"TUR",2002,25722
"TUR",2003,17744
"TUR",2004,28978
"TUR",2005,20411
"TUR",2006,25885
"TUR",2007,25344
"TUR",2008,28891
"TUR",2009,28108
"TUR",2010,17008
"TUR",2011,23888
"TUR",2012,28467
"TUR",2013,22543
"TUR",2014,22005
"TUR",2015,27735
"TUR",2016,25633
"TUR",2017,33901
"TUR",2018,35668
"TUR",2019,39118
"TUR",2020,45349
"TUR",2021,79284
"TKM",2001,46
"TKM",2002,105
"TKM",2003,85
"TKM",2004,29
"TKM",2005,31
"TKM",2006,14
"TKM",2007,38
"TKM",2008,75
"TKM",2009,13
"TKM",2010,9
"TKM",2011,17
"TKM",2012,9
"TKM",2013,0
"TKM",2014,1
"TKM",2015,0
"TKM",2016,0
"TKM",2017,0
"TKM",2018,0
"TKM",2019,0
"TKM",2020,0
"TKM",2021,0
"TCA",2001,8
"TCA",2002,5
"TCA",2003,10
"TCA",2004,10
"TCA",2005,22
"TCA",2006,5
"TCA",2007,74
"TCA",2008,61
"TCA",2009,106
"TCA",2010,38
"TCA",2011,15
"TCA",2012,8
"TCA",2013,11
"TCA",2014,31
"TCA",2015,21
"TCA",2016,19
"TCA",2017,33
"TCA",2018,36
"TCA",2019,17
"TCA",2020,34
"TCA",2021,43
"TUV",2001,0
"TUV",2002,0
"TUV",2003,0
"TUV",2004,0
"TUV",2005,0
"TUV",2006,0
"TUV",2007,0
"TUV",2008,0
"TUV",2009,0
"TUV",2010,0
"TUV",2011,0
"TUV",2012,0
"TUV",2013,0
"TUV",2014,0
"TUV",2015,0
"TUV",2016,0
"TUV",2017,0
"TUV",2018,0
"TUV",2019,0
"TUV",2020,0
"TUV",2021,0
"UGA",2001,29659
"UGA",2002,10841
"UGA",2003,11980
"UGA",2004,18077
"UGA",2005,29172
"UGA",2006,28448
"UGA",2007,36627
"UGA",2008,36926
"UGA",2009,23293
"UGA",2010,34149
"UGA",2011,65067
"UGA",2012,29141
"UGA",2013,47750
"UGA",2014,54913
"UGA",2015,54021
"UGA",2016,67486
"UGA",2017,116902
"UGA",2018,86230
"UGA",2019,63268
"UGA",2020,73603
"UGA",2021,49245
"UKR",2001,28826
"UKR",2002,27077
"UKR",2003,38955
"UKR",2004,49493
"UKR",2005,36558
"UKR",2006,42130
"UKR",2007,64266
"UKR",2008,53016
"UKR",2009,48322
"UKR",2010,52441
"UKR",2011,60356
"UKR",2012,55521
"UKR",2013,37712
"UKR",2014,47187
"UKR",2015,48914
"UKR",2016,106761
"UKR",2017,85861
"UKR",2018,74423
"UKR",2019,45144
"UKR",2020,79461
"UKR",2021,66593
"ARE",2001,0
"ARE",2002,0
"ARE",2003,0
"ARE",2004,0
"ARE",2005,0
"ARE",2006,0
"ARE",2007,0
"ARE",2008,0
"ARE",2009,0
"ARE",2010,0
"ARE",2011,0
"ARE",2012,0
"ARE",2013,0
"ARE",2014,0
"ARE",2015,0
"ARE",2016,0
"ARE",2017,0
"ARE",2018,0
"ARE",2019,0
"ARE",2020,0
"ARE",2021,0
"GBR",2001,23244
"GBR",2002,20112
"GBR",2003,1875
"GBR",2004,24847
"GBR",2005,8873
"GBR",2006,21053
"GBR",2007,31222
"GBR",2008,12505
"GBR",2009,37710
"GBR",2010,28469
"GBR",2011,22657
"GBR",2012,35669
"GBR",2013,28596
"GBR",2014,30372
"GBR",2015,23997
"GBR",2016,28808
"GBR",2017,23042
"GBR",2018,26251
"GBR",2019,28377
"GBR",2020,22842
"GBR",2021,26216
"USA",2001,1943319
"USA",2002,2038436
"USA",2003,1649384
"USA",2004,2746257
"USA",2005,2691544
"USA",2006,2605856
"USA",2007,2435128
"USA",2008,2213724
"USA",2009,1608981
"USA",2010,2167662
"USA",2011,1663692
"USA",2012,1964094
"USA",2013,1736445
"USA",2014,1736527
"USA",2015,2289649
"USA",2016,2264067
"USA",2017,2311358
"USA",2018,2092359
"USA",2019,2109918
"USA",2020,1966716
"USA",2021,2044299
"UMI",2001,2
"UMI",2002,7
"UMI",2003,0
"UMI",2004,0
"UMI",2005,84
"UMI",2006,0
"UMI",2007,0
"UMI",2008,0
"UMI",2009,0
"UMI",2010,0
"UMI",2011,0
"UMI",2012,10
"UMI",2013,0
"UMI",2014,0
"UMI",2015,0
"UMI",2016,0
"UMI",2017,0
"UMI",2018,0
"UMI",2019,0
"UMI",2020,0
"UMI",2021,0
"URY",2001,7647
"URY",2002,6870
"URY",2003,10612
"URY",2004,15126
"URY",2005,15919
"URY",2006,21029
"URY",2007,21530
"URY",2008,23597
"URY",2009,19280
"URY",2010,17826
"URY",2011,28001
"URY",2012,31388
"URY",2013,19263
"URY",2014,25643
"URY",2015,17548
"URY",2016,23688
"URY",2017,21859
"URY",2018,19528
"URY",2019,14519
"URY",2020,12682
"URY",2021,16999
"UZB",2001,295
"UZB",2002,265
"UZB",2003,53
"UZB",2004,49
"UZB",2005,21
"UZB",2006,53
"UZB",2007,43
"UZB",2008,44
"UZB",2009,96
"UZB",2010,32
"UZB",2011,33
"UZB",2012,55
"UZB",2013,25
"UZB",2014,83
"UZB",2015,0
"UZB",2016,0
"UZB",2017,2
"UZB",2018,0
"UZB",2019,18
"UZB",2020,3
"UZB",2021,4
"VUT",2001,124
"VUT",2002,108
"VUT",2003,529
"VUT",2004,378
"VUT",2005,254
"VUT",2006,219
"VUT",2007,112
"VUT",2008,194
"VUT",2009,1096
"VUT",2010,308
"VUT",2011,607
"VUT",2012,198
"VUT",2013,1111
"VUT",2014,634
"VUT",2015,3476
"VUT",2016,1341
"VUT",2017,436
"VUT",2018,1031
"VUT",2019,252
"VUT",2020,3935
"VUT",2021,58
"VAT",2001,0
"VAT",2002,0
"VAT",2003,0
"VAT",2004,0
"VAT",2005,0
"VAT",2006,0
"VAT",2007,0
"VAT",2008,0
"VAT",2009,0
"VAT",2010,0
"VAT",2011,0
"VAT",2012,0
"VAT",2013,0
"VAT",2014,0
"VAT",2015,0
"VAT",2016,0
"VAT",2017,0
"VAT",2018,0
"VAT",2019,0
"VAT",2020,0
"VAT",2021,0
"VEN",2001,123881
"VEN",2002,90372
"VEN",2003,87229
"VEN",2004,90987
"VEN",2005,94967
"VEN",2006,85491
"VEN",2007,114347
"VEN",2008,120575
"VEN",2009,142406
"VEN",2010,101286
"VEN",2011,74441
"VEN",2012,105963
"VEN",2013,64520
"VEN",2014,100975
"VEN",2015,61436
"VEN",2016,207336
"VEN",2017,166982
"VEN",2018,112107
"VEN",2019,140807
"VEN",2020,139302
"VEN",2021,64424
"VNM",2001,47433
"VNM",2002,49625
"VNM",2003,43008
"VNM",2004,73881
"VNM",2005,102211
"VNM",2006,78777
"VNM",2007,80225
"VNM",2008,108286
"VNM",2009,137716
"VNM",2010,174256
"VNM",2011,130786
"VNM",2012,181242
"VNM",2013,132423
"VNM",2014,217342
"VNM",2015,217883
"VNM",2016,353446
"VNM",2017,286940
"VNM",2018,225155
"VNM",2019,216779
"VNM",2020,207641
"VNM",2021,193074
"VIR",2001,123
"VIR",2002,21
"VIR",2003,40
"VIR",2004,33
"VIR",2005,20
"VIR",2006,74
"VIR",2007,25
"VIR",2008,40
"VIR",2009,86
"VIR",2010,21
"VIR",2011,50
"VIR",2012,27
"VIR",2013,27
"VIR",2014,21
"VIR",2015,0
"VIR",2016,9
"VIR",2017,1126
"VIR",2018,45
"VIR",2019,20
"VIR",2020,14
"VIR",2021,19
"ESH",2001,0
"ESH",2002,0
"ESH",2003,0
"ESH",2004,0
"ESH",2005,0
"ESH",2006,0
"ESH",2007,0
"ESH",2008,0
"ESH",2009,0
"ESH",2010,0
"ESH",2011,0
"ESH",2012,0
"ESH",2013,0
"ESH",2014,0
"ESH",2015,0
"ESH",2016,0
"ESH",2017,0
"ESH",2018,0
"ESH",2019,0
"ESH",2020,0
"ESH",2021,0
"YEM",2001,0
"YEM",2002,0
"YEM",2003,0
"YEM",2004,0
"YEM",2005,0
"YEM",2006,0
"YEM",2007,0
"YEM",2008,0
"YEM",2009,0
"YEM",2010,0
"YEM",2011,0
"YEM",2012,0
"YEM",2013,0
"YEM",2014,0
"YEM",2015,0
"YEM",2016,0
"YEM",2017,0
"YEM",2018,0
"YEM",2019,0
"YEM",2020,0
"YEM",2021,0
"ZMB",2001,30124
"ZMB",2002,46240
"ZMB",2003,41955
"ZMB",2004,28488
"ZMB",2005,57518
"ZMB",2006,40501
"ZMB",2007,53654
"ZMB",2008,66180
"ZMB",2009,117827
"ZMB",2010,173984
"ZMB",2011,60076
"ZMB",2012,129519
"ZMB",2013,84832
"ZMB",2014,115221
"ZMB",2015,87591
"ZMB",2016,141637
"ZMB",2017,162681
"ZMB",2018,143944
"ZMB",2019,124641
"ZMB",2020,163028
"ZMB",2021,201457
"ALA",2001,397
"ALA",2002,278
"ALA",2003,221
"ALA",2004,736
"ALA",2005,699
"ALA",2006,100
"ALA",2007,248
"ALA",2008,1292
"ALA",2009,676
"ALA",2010,634
"ALA",2011,466
"ALA",2012,655
"ALA",2013,510
"ALA",2014,550
"ALA",2015,567
"ALA",2016,673
"ALA",2017,735
"ALA",2018,620
"ALA",2019,2361
"ALA",2020,673
"ALA",2021,1355
